Date,Ingredient,Price_Per_Unit
2024-12-19,Sugar,41.22
2024-12-19,Eggs,6.18
2024-12-19,Cocoa,682.6
2024-12-20,Flour,41.98
2024-12-20,Butter,483.54
2024-12-20,Sugar,41.01
2024-12-20,Eggs,6.16
2024-12-20,Cocoa,690.51
2024-12-21,Flour,41.96
2024-12-21,Butter,483.7
2024-12-21,Sugar,40.91
2024-12-21,Eggs,6.14
2024-12-21,Cocoa,692.11
2024-12-22,Flour,42.27
2024-12-22,Butter,480.53
2024-12-22,Sugar,40.61
2024-12-22,Eggs,6.1
2024-12-22,Cocoa,682.16
2024-12-23,Flour,41.61
2024-12-23,Butter,481.95
2024-12-23,Sugar,41.03
2024-12-23,Eggs,6.15
2024-12-23,Cocoa,666.03
2024-12-24,Flour,41.57
2024-12-24,Butter,476.62
2024-12-24,Sugar,41.11
2024-12-24,Eggs,6.12
2024-12-24,Cocoa,669.56
2024-12-25,Flour,41.63
2024-12-25,Butter,467.59
2024-12-25,Sugar,40.72
2024-12-25,Eggs,6.12
2024-12-25,Cocoa,669.75
2024-12-26,Flour,41.06
2024-12-26,Butter,460.46
2024-12-26,Sugar,40.77
2024-12-26,Eggs,6.04
2024-12-26,Cocoa,658.51
2024-12-27,Flour,40.94
2024-12-27,Butter,458.51
2024-12-27,Sugar,40.43
2024-12-27,Eggs,5.99
2024-12-27,Cocoa,658.43
2024-12-28,Flour,40.7
2024-12-28,Butter,459.28
2024-12-28,Sugar,40.3
2024-12-28,Eggs,6.0
2024-12-28,Cocoa,663.97
2024-12-29,Flour,41.16
2024-12-29,Butter,465.87
2024-12-29,Sugar,40.68
2024-12-29,Eggs,6.02
2024-12-29,Cocoa,660.88
2024-12-30,Flour,41.06
2024-12-30,Butter,461.94
2024-12-30,Sugar,40.71
2024-12-30,Eggs,6.06
2024-12-30,Cocoa,655.94
2024-12-31,Flour,41.12
2024-12-31,Butter,459.05
2024-12-31,Sugar,40.83
2024-12-31,Eggs,6.02
2024-12-31,Cocoa,651.02
2025-01-01,Flour,40.9
2025-01-01,Butter,461.89
2025-01-01,Sugar,40.81
2025-01-01,Eggs,6.0
2025-01-01,Cocoa,652.69
2025-01-02,Flour,40.79
2025-01-02,Butter,467.66
2025-01-02,Sugar,40.42
2025-01-02,Eggs,5.99
2025-01-02,Cocoa,643.51
2025-01-03,Flour,40.72
2025-01-03,Butter,459.84
2025-01-03,Sugar,40.77
2025-01-03,Eggs,6.03
2025-01-03,Cocoa,648.74
2025-01-04,Flour,40.82
2025-01-04,Butter,456.02
2025-01-04,Sugar,40.46
2025-01-04,Eggs,6.12
2025-01-04,Cocoa,658.09
2025-01-05,Flour,40.96
2025-01-05,Butter,454.03
2025-01-05,Sugar,41.06
2025-01-05,Eggs,6.08
2025-01-05,Cocoa,659.42
2025-01-06,Flour,41.65
2025-01-06,Butter,450.53
2025-01-06,Sugar,41.43
2025-01-06,Eggs,6.11
2025-01-06,Cocoa,658.97
2025-01-07,Flour,41.27
2025-01-07,Butter,447.64
2025-01-07,Sugar,41.56
2025-01-07,Eggs,6.02
2025-01-07,Cocoa,659.64
2025-01-08,Flour,41.58
2025-01-08,Butter,453.02
2025-01-08,Sugar,40.98
2025-01-08,Eggs,6.1
2025-01-08,Cocoa,670.47
2025-01-09,Flour,41.84
2025-01-09,Butter,448.58
2025-01-09,Sugar,40.87
2025-01-09,Eggs,6.1
2025-01-09,Cocoa,671.82
2025-01-10,Flour,41.91
2025-01-10,Butter,450.55
2025-01-10,Sugar,40.85
2025-01-10,Eggs,6.11
2025-01-10,Cocoa,668.39
2025-01-11,Flour,41.82
2025-01-11,Butter,448.38
2025-01-11,Sugar,41.68
2025-01-11,Eggs,6.2
2025-01-11,Cocoa,671.63
2025-01-12,Flour,42.48
2025-01-12,Butter,452.84
2025-01-12,Sugar,41.76
2025-01-12,Eggs,6.1
2025-01-12,Cocoa,669.49
2025-01-13,Flour,42.38
2025-01-13,Butter,447.95
2025-01-13,Sugar,41.14
2025-01-13,Eggs,6.13
2025-01-13,Cocoa,671.21
2025-01-14,Flour,41.91
2025-01-14,Butter,445.01
2025-01-14,Sugar,41.65
2025-01-14,Eggs,6.07
2025-01-14,Cocoa,671.9
2025-01-15,Flour,41.88
2025-01-15,Butter,448.14
2025-01-15,Sugar,41.29
2025-01-15,Eggs,6.08
2025-01-15,Cocoa,672.56
2025-01-16,Flour,42.05
2025-01-16,Butter,449.16
2025-01-16,Sugar,41.45
2025-01-16,Eggs,6.21
2025-01-16,Cocoa,688.76
2025-01-17,Flour,41.82
2025-01-17,Butter,438.65
2025-01-17,Sugar,41.71
2025-01-17,Eggs,6.21
2025-01-17,Cocoa,694.88
2025-01-18,Flour,42.01
2025-01-18,Butter,439.75
2025-01-18,Sugar,42.19
2025-01-18,Eggs,6.29
2025-01-18,Cocoa,684.97
2025-01-19,Flour,41.7
2025-01-19,Butter,440.05
2025-01-19,Sugar,42.23
2025-01-19,Eggs,6.27
2025-01-19,Cocoa,687.09
2025-01-20,Flour,42.22
2025-01-20,Butter,449.12
2025-01-20,Sugar,42.47
2025-01-20,Eggs,6.21
2025-01-20,Cocoa,685.39
2025-01-21,Flour,42.24
2025-01-21,Butter,452.21
2025-01-21,Sugar,42.62
2025-01-21,Eggs,6.33
2025-01-21,Cocoa,681.68
2025-01-22,Flour,42.47
2025-01-22,Butter,464.07
2025-01-22,Sugar,42.37
2025-01-22,Eggs,6.33
2025-01-22,Cocoa,674.91
2025-01-23,Flour,42.56
2025-01-23,Butter,460.64
2025-01-23,Sugar,42.8
2025-01-23,Eggs,6.33
2025-01-23,Cocoa,668.33
2025-01-24,Flour,42.98
2025-01-24,Butter,461.89
2025-01-24,Sugar,43.18
2025-01-24,Eggs,6.26
2025-01-24,Cocoa,670.36
2025-01-25,Flour,43.37
2025-01-25,Butter,460.22
2025-01-25,Sugar,42.63
2025-01-25,Eggs,6.25
2025-01-25,Cocoa,677.94
2025-01-26,Flour,43.91
2025-01-26,Butter,458.56
2025-01-26,Sugar,42.08
2025-01-26,Eggs,6.22
2025-01-26,Cocoa,674.33
2025-01-27,Flour,44.13
2025-01-27,Butter,458.48
2025-01-27,Sugar,41.76
2025-01-27,Eggs,6.28
2025-01-27,Cocoa,674.76
2025-01-28,Flour,44.35
2025-01-28,Butter,450.63
2025-01-28,Sugar,40.75
2025-01-28,Eggs,6.19
2025-01-28,Cocoa,671.14
2025-01-29,Flour,44.62
2025-01-29,Butter,439.98
2025-01-29,Sugar,41.44
2025-01-29,Eggs,6.2
2025-01-29,Cocoa,679.56
2025-01-30,Flour,44.23
2025-01-30,Butter,443.2
2025-01-30,Sugar,41.49
2025-01-30,Eggs,6.24
2025-01-30,Cocoa,677.45
2025-01-31,Flour,44.46
2025-01-31,Butter,449.22
2025-01-31,Sugar,41.22
2025-01-31,Eggs,6.25
2025-01-31,Cocoa,664.63
2025-02-01,Flour,44.78
2025-02-01,Butter,459.22
2025-02-01,Sugar,40.72
2025-02-01,Eggs,6.24
2025-02-01,Cocoa,670.06
2025-02-02,Flour,44.8
2025-02-02,Butter,460.43
2025-02-02,Sugar,40.58
2025-02-02,Eggs,6.21
2025-02-02,Cocoa,669.09
2025-02-03,Flour,44.82
2025-02-03,Butter,455.15
2025-02-03,Sugar,40.58
2025-02-03,Eggs,6.3
2025-02-03,Cocoa,665.99
2025-02-04,Flour,44.27
2025-02-04,Butter,454.92
2025-02-04,Sugar,40.31
2025-02-04,Eggs,6.21
2025-02-04,Cocoa,666.57
2025-02-05,Flour,43.97
2025-02-05,Butter,452.42
2025-02-05,Sugar,40.41
2025-02-05,Eggs,6.12
2025-02-05,Cocoa,654.92
2025-02-06,Flour,44.29
2025-02-06,Butter,443.71
2025-02-06,Sugar,40.03
2025-02-06,Eggs,6.01
2025-02-06,Cocoa,651.66
2025-02-07,Flour,44.5
2025-02-07,Butter,444.97
2025-02-07,Sugar,41.07
2025-02-07,Eggs,6.07
2025-02-07,Cocoa,645.58
2025-02-08,Flour,43.97
2025-02-08,Butter,458.66
2025-02-08,Sugar,41.54
2025-02-08,Eggs,6.11
2025-02-08,Cocoa,646.15
2025-02-09,Flour,44.11
2025-02-09,Butter,451.98
2025-02-09,Sugar,41.61
2025-02-09,Eggs,6.11
2025-02-09,Cocoa,640.35
2025-02-10,Flour,43.89
2025-02-10,Butter,459.81
2025-02-10,Sugar,41.57
2025-02-10,Eggs,6.23
2025-02-10,Cocoa,629.23
2025-02-11,Flour,43.67
2025-02-11,Butter,452.79
2025-02-11,Sugar,41.07
2025-02-11,Eggs,6.18
2025-02-11,Cocoa,631.69
2025-02-12,Flour,43.82
2025-02-12,Butter,450.07
2025-02-12,Sugar,40.15
2025-02-12,Eggs,6.26
2025-02-12,Cocoa,630.2
2025-02-13,Flour,43.34
2025-02-13,Butter,451.99
2025-02-13,Sugar,40.27
2025-02-13,Eggs,6.24
2025-02-13,Cocoa,631.56
2025-02-14,Flour,42.86
2025-02-14,Butter,456.2
2025-02-14,Sugar,39.89
2025-02-14,Eggs,6.2
2025-02-14,Cocoa,636.15
2025-02-15,Flour,43.44
2025-02-15,Butter,464.29
2025-02-15,Sugar,40.38
2025-02-15,Eggs,6.17
2025-02-15,Cocoa,626.41
2025-02-16,Flour,44.1
2025-02-16,Butter,471.18
2025-02-16,Sugar,40.13
2025-02-16,Eggs,6.22
2025-02-16,Cocoa,624.72
2025-02-17,Flour,44.8
2025-02-17,Butter,468.88
2025-02-17,Sugar,40.99
2025-02-17,Eggs,6.27
2025-02-17,Cocoa,636.91
2025-02-18,Flour,44.59
2025-02-18,Butter,471.05
2025-02-18,Sugar,40.61
2025-02-18,Eggs,6.31
2025-02-18,Cocoa,643.02
2025-02-19,Flour,45.68
2025-02-19,Butter,473.54
2025-02-19,Sugar,40.94
2025-02-19,Eggs,6.28
2025-02-19,Cocoa,646.68
2025-02-20,Flour,45.49
2025-02-20,Butter,474.23
2025-02-20,Sugar,41.03
2025-02-20,Eggs,6.25
2025-02-20,Cocoa,647.15
2025-02-21,Flour,45.32
2025-02-21,Butter,472.52
2025-02-21,Sugar,41.5
2025-02-21,Eggs,6.26
2025-02-21,Cocoa,649.47
2025-02-22,Flour,44.65
2025-02-22,Butter,474.7
2025-02-22,Sugar,41.74
2025-02-22,Eggs,6.23
2025-02-22,Cocoa,663.03
2025-02-23,Flour,43.63
2025-02-23,Butter,478.57
2025-02-23,Sugar,42.04
2025-02-23,Eggs,6.26
2025-02-23,Cocoa,663.91
2025-02-24,Flour,43.91
2025-02-24,Butter,482.77
2025-02-24,Sugar,41.74
2025-02-24,Eggs,6.27
2025-02-24,Cocoa,662.44
2025-02-25,Flour,43.44
2025-02-25,Butter,486.16
2025-02-25,Sugar,41.5
2025-02-25,Eggs,6.17
2025-02-25,Cocoa,658.69
2025-02-26,Flour,43.11
2025-02-26,Butter,490.97
2025-02-26,Sugar,41.58
2025-02-26,Eggs,6.25
2025-02-26,Cocoa,654.18
2025-02-27,Flour,43.54
2025-02-27,Butter,504.38
2025-02-27,Sugar,41.74
2025-02-27,Eggs,6.3
2025-02-27,Cocoa,658.61
2025-02-28,Flour,42.93
2025-02-28,Butter,506.71
2025-02-28,Sugar,41.87
2025-02-28,Eggs,6.28
2025-02-28,Cocoa,652.69
2025-03-01,Flour,43.28
2025-03-01,Butter,501.5
2025-03-01,Sugar,42.77
2025-03-01,Eggs,6.28
2025-03-01,Cocoa,644.69
2025-03-02,Flour,43.08
2025-03-02,Butter,499.74
2025-03-02,Sugar,43.77
2025-03-02,Eggs,6.22
2025-03-02,Cocoa,644.04
2025-03-03,Flour,42.88
2025-03-03,Butter,501.74
2025-03-03,Sugar,43.51
2025-03-03,Eggs,6.15
2025-03-03,Cocoa,642.89
2025-03-04,Flour,42.79
2025-03-04,Butter,498.46
2025-03-04,Sugar,43.26
2025-03-04,Eggs,6.22
2025-03-04,Cocoa,640.95
2025-03-05,Flour,42.32
2025-03-05,Butter,495.88
2025-03-05,Sugar,43.25
2025-03-05,Eggs,6.13
2025-03-05,Cocoa,651.7
2025-03-06,Flour,42.77
2025-03-06,Butter,502.42
2025-03-06,Sugar,43.39
2025-03-06,Eggs,6.0
2025-03-06,Cocoa,661.65
2025-03-07,Flour,42.42
2025-03-07,Butter,498.22
2025-03-07,Sugar,43.43
2025-03-07,Eggs,6.09
2025-03-07,Cocoa,668.26
2025-03-08,Flour,42.88
2025-03-08,Butter,496.36
2025-03-08,Sugar,43.27
2025-03-08,Eggs,6.1
2025-03-08,Cocoa,667.05
2025-03-09,Flour,43.32
2025-03-09,Butter,500.02
2025-03-09,Sugar,43.49
2025-03-09,Eggs,5.95
2025-03-09,Cocoa,667.54
2025-03-10,Flour,43.31
2025-03-10,Butter,500.42
2025-03-10,Sugar,43.14
2025-03-10,Eggs,5.87
2025-03-10,Cocoa,670.2
2025-03-11,Flour,43.18
2025-03-11,Butter,502.77
2025-03-11,Sugar,42.84
2025-03-11,Eggs,5.96
2025-03-11,Cocoa,676.3
2025-03-12,Flour,43.35
2025-03-12,Butter,501.29
2025-03-12,Sugar,43.18
2025-03-12,Eggs,5.98
2025-03-12,Cocoa,677.33
2025-03-13,Flour,43.85
2025-03-13,Butter,507.71
2025-03-13,Sugar,42.63
2025-03-13,Eggs,5.92
2025-03-13,Cocoa,671.71
2025-03-14,Flour,43.2
2025-03-14,Butter,506.86
2025-03-14,Sugar,42.87
2025-03-14,Eggs,5.92
2025-03-14,Cocoa,667.8
2025-03-15,Flour,43.74
2025-03-15,Butter,507.0
2025-03-15,Sugar,42.99
2025-03-15,Eggs,5.99
2025-03-15,Cocoa,666.65
2025-03-16,Flour,44.7
2025-03-16,Butter,504.31
2025-03-16,Sugar,43.81
2025-03-16,Eggs,5.93
2025-03-16,Cocoa,669.68
2025-03-17,Flour,44.41
2025-03-17,Butter,509.19
2025-03-17,Sugar,43.58
2025-03-17,Eggs,5.95
2025-03-17,Cocoa,665.05
2025-03-18,Flour,44.85
2025-03-18,Butter,505.46
2025-03-18,Sugar,44.25
2025-03-18,Eggs,5.89
2025-03-18,Cocoa,656.01
2025-03-19,Flour,45.28
2025-03-19,Butter,502.11
2025-03-19,Sugar,44.2
2025-03-19,Eggs,5.88
2025-03-19,Cocoa,647.35
2025-03-20,Flour,45.24
2025-03-20,Butter,507.74
2025-03-20,Sugar,44.58
2025-03-20,Eggs,5.89
2025-03-20,Cocoa,654.64
2025-03-21,Flour,44.76
2025-03-21,Butter,505.63
2025-03-21,Sugar,44.7
2025-03-21,Eggs,5.89
2025-03-21,Cocoa,652.94
2025-03-22,Flour,44.22
2025-03-22,Butter,495.12
2025-03-22,Sugar,44.99
2025-03-22,Eggs,5.9
2025-03-22,Cocoa,658.74
2025-03-23,Flour,44.04
2025-03-23,Butter,491.4
2025-03-23,Sugar,44.93
2025-03-23,Eggs,5.96
2025-03-23,Cocoa,657.06
2025-03-24,Flour,44.42
2025-03-24,Butter,486.34
2025-03-24,Sugar,44.8
2025-03-24,Eggs,5.95
2025-03-24,Cocoa,664.89
2025-03-25,Flour,44.52
2025-03-25,Butter,494.6
2025-03-25,Sugar,44.18
2025-03-25,Eggs,5.96
2025-03-25,Cocoa,665.76
2025-03-26,Flour,44.81
2025-03-26,Butter,490.4
2025-03-26,Sugar,44.84
2025-03-26,Eggs,5.96
2025-03-26,Cocoa,658.38
2025-03-27,Flour,44.81
2025-03-27,Butter,488.69
2025-03-27,Sugar,45.96
2025-03-27,Eggs,6.03
2025-03-27,Cocoa,658.54
2025-03-28,Flour,44.76
2025-03-28,Butter,493.08
2025-03-28,Sugar,46.3
2025-03-28,Eggs,5.85
2025-03-28,Cocoa,662.55
2025-03-29,Flour,44.78
2025-03-29,Butter,486.52
2025-03-29,Sugar,46.58
2025-03-29,Eggs,5.99
2025-03-29,Cocoa,665.91
2025-03-30,Flour,45.28
2025-03-30,Butter,495.05
2025-03-30,Sugar,46.14
2025-03-30,Eggs,5.88
2025-03-30,Cocoa,669.87
2025-03-31,Flour,45.16
2025-03-31,Butter,488.16
2025-03-31,Sugar,46.02
2025-03-31,Eggs,5.93
2025-03-31,Cocoa,668.5
2025-04-01,Flour,44.81
2025-04-01,Butter,486.92
2025-04-01,Sugar,45.94
2025-04-01,Eggs,5.81
2025-04-01,Cocoa,667.2
2025-04-02,Flour,44.2
2025-04-02,Butter,489.95
2025-04-02,Sugar,45.2
2025-04-02,Eggs,5.88
2025-04-02,Cocoa,664.2
2025-04-03,Flour,43.98
2025-04-03,Butter,491.16
2025-04-03,Sugar,44.77
2025-04-03,Eggs,5.89
2025-04-03,Cocoa,659.16
2025-04-04,Flour,43.75
2025-04-04,Butter,492.88
2025-04-04,Sugar,44.24
2025-04-04,Eggs,5.82
2025-04-04,Cocoa,660.59
2025-04-05,Flour,43.76
2025-04-05,Butter,493.43
2025-04-05,Sugar,44.33
2025-04-05,Eggs,5.83
2025-04-05,Cocoa,664.33
2025-04-06,Flour,43.83
2025-04-06,Butter,483.53
2025-04-06,Sugar,43.55
2025-04-06,Eggs,5.95
2025-04-06,Cocoa,664.04
2025-04-07,Flour,44.28
2025-04-07,Butter,481.8
2025-04-07,Sugar,43.5
2025-04-07,Eggs,5.92
2025-04-07,Cocoa,679.79
2025-04-08,Flour,44.41
2025-04-08,Butter,479.2
2025-04-08,Sugar,42.77
2025-04-08,Eggs,6.04
2025-04-08,Cocoa,678.13
2025-04-09,Flour,44.75
2025-04-09,Butter,483.32
2025-04-09,Sugar,42.56
2025-04-09,Eggs,6.08
2025-04-09,Cocoa,673.64
2025-04-10,Flour,44.31
2025-04-10,Butter,488.85
2025-04-10,Sugar,42.49
2025-04-10,Eggs,6.11
2025-04-10,Cocoa,675.84
2025-04-11,Flour,44.61
2025-04-11,Butter,481.2
2025-04-11,Sugar,42.23
2025-04-11,Eggs,6.09
2025-04-11,Cocoa,669.92
2025-04-12,Flour,44.81
2025-04-12,Butter,486.87
2025-04-12,Sugar,42.79
2025-04-12,Eggs,6.07
2025-04-12,Cocoa,671.42
2025-04-13,Flour,45.02
2025-04-13,Butter,489.72
2025-04-13,Sugar,42.41
2025-04-13,Eggs,6.17
2025-04-13,Cocoa,677.01
2025-04-14,Flour,45.45
2025-04-14,Butter,495.3
2025-04-14,Sugar,42.62
2025-04-14,Eggs,6.11
2025-04-14,Cocoa,675.57
2025-04-15,Flour,44.7
2025-04-15,Butter,496.98
2025-04-15,Sugar,42.54
2025-04-15,Eggs,6.1
2025-04-15,Cocoa,682.88
2025-04-16,Flour,44.5
2025-04-16,Butter,495.43
2025-04-16,Sugar,42.54
2025-04-16,Eggs,5.99
2025-04-16,Cocoa,680.5
2025-04-17,Flour,43.39
2025-04-17,Butter,492.31
2025-04-17,Sugar,42.89
2025-04-17,Eggs,6.02
2025-04-17,Cocoa,676.02
2025-04-18,Flour,43.44
2025-04-18,Butter,486.91
2025-04-18,Sugar,42.87
2025-04-18,Eggs,6.19
2025-04-18,Cocoa,687.5
2025-04-19,Flour,43.49
2025-04-19,Butter,487.54
2025-04-19,Sugar,42.44
2025-04-19,Eggs,6.14
2025-04-19,Cocoa,689.1
2025-04-20,Flour,43.29
2025-04-20,Butter,491.73
2025-04-20,Sugar,43.09
2025-04-20,Eggs,6.16
2025-04-20,Cocoa,688.98
2025-04-21,Flour,42.56
2025-04-21,Butter,495.08
2025-04-21,Sugar,42.59
2025-04-21,Eggs,6.13
2025-04-21,Cocoa,694.44
2025-04-22,Flour,43.08
2025-04-22,Butter,492.54
2025-04-22,Sugar,42.4
2025-04-22,Eggs,6.09
2025-04-22,Cocoa,685.76
2025-04-23,Flour,42.83
2025-04-23,Butter,484.55
2025-04-23,Sugar,42.68
2025-04-23,Eggs,6.11
2025-04-23,Cocoa,688.69
2025-04-24,Flour,42.44
2025-04-24,Butter,478.72
2025-04-24,Sugar,42.69
2025-04-24,Eggs,6.11
2025-04-24,Cocoa,686.96
2025-04-25,Flour,42.36
2025-04-25,Butter,486.96
2025-04-25,Sugar,42.86
2025-04-25,Eggs,6.23
2025-04-25,Cocoa,694.47
2025-04-26,Flour,43.18
2025-04-26,Butter,481.66
2025-04-26,Sugar,43.09
2025-04-26,Eggs,6.2
2025-04-26,Cocoa,682.77
2025-04-27,Flour,43.89
2025-04-27,Butter,480.22
2025-04-27,Sugar,42.62
2025-04-27,Eggs,6.17
2025-04-27,Cocoa,676.94
2025-04-28,Flour,43.6
2025-04-28,Butter,479.15
2025-04-28,Sugar,43.34
2025-04-28,Eggs,6.12
2025-04-28,Cocoa,687.18
2025-04-29,Flour,44.01
2025-04-29,Butter,481.07
2025-04-29,Sugar,43.62
2025-04-29,Eggs,6.12
2025-04-29,Cocoa,694.8
2025-04-30,Flour,44.29
2025-04-30,Butter,473.06
2025-04-30,Sugar,43.72
2025-04-30,Eggs,6.17
2025-04-30,Cocoa,692.02
2025-05-01,Flour,44.36
2025-05-01,Butter,470.25
2025-05-01,Sugar,43.1
2025-05-01,Eggs,6.07
2025-05-01,Cocoa,681.19
2025-05-02,Flour,44.67
2025-05-02,Butter,458.5
2025-05-02,Sugar,42.8
2025-05-02,Eggs,6.02
2025-05-02,Cocoa,678.74
2025-05-03,Flour,43.84
2025-05-03,Butter,460.86
2025-05-03,Sugar,42.25
2025-05-03,Eggs,6.09
2025-05-03,Cocoa,674.12
2025-05-04,Flour,43.82
2025-05-04,Butter,461.27
2025-05-04,Sugar,42.35
2025-05-04,Eggs,6.09
2025-05-04,Cocoa,670.86
2025-05-05,Flour,44.0
2025-05-05,Butter,463.88
2025-05-05,Sugar,42.02
2025-05-05,Eggs,6.11
2025-05-05,Cocoa,678.19
2025-05-06,Flour,44.34
2025-05-06,Butter,468.68
2025-05-06,Sugar,42.09
2025-05-06,Eggs,6.06
2025-05-06,Cocoa,672.36
2025-05-07,Flour,44.5
2025-05-07,Butter,473.43
2025-05-07,Sugar,43.26
2025-05-07,Eggs,6.11
2025-05-07,Cocoa,664.31
2025-05-08,Flour,44.16
2025-05-08,Butter,484.5
2025-05-08,Sugar,43.15
2025-05-08,Eggs,6.11
2025-05-08,Cocoa,657.78
2025-05-09,Flour,44.88
2025-05-09,Butter,486.81
2025-05-09,Sugar,42.8
2025-05-09,Eggs,6.05
2025-05-09,Cocoa,659.62
2025-05-10,Flour,44.9
2025-05-10,Butter,490.67
2025-05-10,Sugar,43.01
2025-05-10,Eggs,6.04
2025-05-10,Cocoa,655.89
2025-05-11,Flour,44.83
2025-05-11,Butter,487.81
2025-05-11,Sugar,42.94
2025-05-11,Eggs,6.04
2025-05-11,Cocoa,649.94
2025-05-12,Flour,45.12
2025-05-12,Butter,485.87
2025-05-12,Sugar,42.56
2025-05-12,Eggs,6.01
2025-05-12,Cocoa,651.51
2025-05-13,Flour,45.16
2025-05-13,Butter,487.78
2025-05-13,Sugar,42.93
2025-05-13,Eggs,6.09
2025-05-13,Cocoa,653.34
2025-05-14,Flour,44.67
2025-05-14,Butter,486.34
2025-05-14,Sugar,42.49
2025-05-14,Eggs,6.19
2025-05-14,Cocoa,666.19
2025-05-15,Flour,44.97
2025-05-15,Butter,490.33
2025-05-15,Sugar,42.58
2025-05-15,Eggs,6.21
2025-05-15,Cocoa,655.48
2025-05-16,Flour,44.94
2025-05-16,Butter,485.89
2025-05-16,Sugar,42.69
2025-05-16,Eggs,6.2
2025-05-16,Cocoa,668.03
2025-05-17,Flour,45.35
2025-05-17,Butter,487.14
2025-05-17,Sugar,42.57
2025-05-17,Eggs,6.3
2025-05-17,Cocoa,667.47
2025-05-18,Flour,45.49
2025-05-18,Butter,487.2
2025-05-18,Sugar,42.38
2025-05-18,Eggs,6.3
2025-05-18,Cocoa,654.37
2025-05-19,Flour,44.79
2025-05-19,Butter,488.74
2025-05-19,Sugar,43.04
2025-05-19,Eggs,6.31
2025-05-19,Cocoa,649.6
2025-05-20,Flour,44.14
2025-05-20,Butter,492.33
2025-05-20,Sugar,42.78
2025-05-20,Eggs,6.34
2025-05-20,Cocoa,652.14
2025-05-21,Flour,44.38
2025-05-21,Butter,492.24
2025-05-21,Sugar,42.92
2025-05-21,Eggs,6.33
2025-05-21,Cocoa,647.97
2025-05-22,Flour,43.95
2025-05-22,Butter,480.55
2025-05-22,Sugar,42.83
2025-05-22,Eggs,6.41
2025-05-22,Cocoa,652.76
2025-05-23,Flour,44.08
2025-05-23,Butter,477.01
2025-05-23,Sugar,43.23
2025-05-23,Eggs,6.4
2025-05-23,Cocoa,662.94
2025-05-24,Flour,43.66
2025-05-24,Butter,473.47
2025-05-24,Sugar,42.85
2025-05-24,Eggs,6.3
2025-05-24,Cocoa,656.59
2025-05-25,Flour,43.73
2025-05-25,Butter,470.19
2025-05-25,Sugar,41.21
2025-05-25,Eggs,6.36
2025-05-25,Cocoa,645.51
2025-05-26,Flour,44.02
2025-05-26,Butter,470.53
2025-05-26,Sugar,42.12
2025-05-26,Eggs,6.41
2025-05-26,Cocoa,642.32
2025-05-27,Flour,43.72
2025-05-27,Butter,477.93
2025-05-27,Sugar,41.5
2025-05-27,Eggs,6.42
2025-05-27,Cocoa,641.62
2025-05-28,Flour,43.59
2025-05-28,Butter,479.67
2025-05-28,Sugar,41.59
2025-05-28,Eggs,6.43
2025-05-28,Cocoa,642.69
2025-05-29,Flour,43.81
2025-05-29,Butter,480.13
2025-05-29,Sugar,41.32
2025-05-29,Eggs,6.43
2025-05-29,Cocoa,638.2
2025-05-30,Flour,43.48
2025-05-30,Butter,478.51
2025-05-30,Sugar,41.28
2025-05-30,Eggs,6.42
2025-05-30,Cocoa,644.39
2025-05-31,Flour,43.29
2025-05-31,Butter,479.49
2025-05-31,Sugar,41.34
2025-05-31,Eggs,6.37
2025-05-31,Cocoa,644.98
2025-06-01,Flour,43.77
2025-06-01,Butter,480.39
2025-06-01,Sugar,41.45
2025-06-01,Eggs,6.32
2025-06-01,Cocoa,657.88
2025-06-02,Flour,43.51
2025-06-02,Butter,472.38
2025-06-02,Sugar,41.82
2025-06-02,Eggs,6.31
2025-06-02,Cocoa,655.75
2025-06-03,Flour,43.29
2025-06-03,Butter,481.52
2025-06-03,Sugar,41.98
2025-06-03,Eggs,6.34
2025-06-03,Cocoa,656.69
2025-06-04,Flour,43.45
2025-06-04,Butter,488.2
2025-06-04,Sugar,41.87
2025-06-04,Eggs,6.24
2025-06-04,Cocoa,662.2
2025-06-05,Flour,43.7
2025-06-05,Butter,488.55
2025-06-05,Sugar,42.07
2025-06-05,Eggs,6.22
2025-06-05,Cocoa,662.09
2025-06-06,Flour,43.67
2025-06-06,Butter,485.54
2025-06-06,Sugar,42.57
2025-06-06,Eggs,6.13
2025-06-06,Cocoa,677.2
2025-06-07,Flour,44.09
2025-06-07,Butter,476.9
2025-06-07,Sugar,42.46
2025-06-07,Eggs,6.12
2025-06-07,Cocoa,679.2
2025-06-08,Flour,43.66
2025-06-08,Butter,477.11
2025-06-08,Sugar,42.4
2025-06-08,Eggs,6.07
2025-06-08,Cocoa,672.92
2025-06-09,Flour,44.1
2025-06-09,Butter,469.03
2025-06-09,Sugar,42.6
2025-06-09,Eggs,6.11
2025-06-09,Cocoa,671.04
2025-06-10,Flour,44.14
2025-06-10,Butter,474.83
2025-06-10,Sugar,42.29
2025-06-10,Eggs,6.08
2025-06-10,Cocoa,667.4
2025-06-11,Flour,44.69
2025-06-11,Butter,481.14
2025-06-11,Sugar,41.7
2025-06-11,Eggs,6.14
2025-06-11,Cocoa,672.37
2025-06-12,Flour,45.39
2025-06-12,Butter,482.96
2025-06-12,Sugar,41.68
2025-06-12,Eggs,6.2
2025-06-12,Cocoa,676.47
2025-06-13,Flour,46.39
2025-06-13,Butter,487.51
2025-06-13,Sugar,41.76
2025-06-13,Eggs,6.13
2025-06-13,Cocoa,672.16
2025-06-14,Flour,45.72
